ts_datenstand,ts_download,bundesland,bundesland_iso,impfungen_kumulativ,differenz_zum_vortag,indikation_nach_alter,berufliche_indikation,medizinische_indikation,pflegeheim_bewohner_in,notes,impfungen_pro_1_000_einwohner,rs
2021-01-09T10:00:00Z,2021-01-09T16:21:48Z,Brandenburg,BB,13895,2414,1608,12192,87,908,NA,5.509750017149815,12
2021-01-09T10:00:00Z,2021-01-09T16:21:48Z,Bremen,HB,5291,720,1054,2103,42,1924,NA,7.767152768195044,04
2021-01-09T10:00:00Z,2021-01-09T16:21:48Z,Hamburg,HH,9888,1417,3172,5188,116,2579,NA,5.352813068919092,02
2021-01-09T10:00:00Z,2021-01-09T16:21:48Z,Hessen,HE,48653,2647,12574,28861,2320,18148,NA,7.7373379473543595,06
2021-01-09T10:00:00Z,2021-01-09T16:21:48Z,Mecklenburg-Vorpommern,MV,25141,779,1473,13122,194,11541,NA,15.633608558469486,13
2021-01-09T10:00:00Z,2021-01-09T16:21:48Z,Niedersachsen,NI,41646,7803,9369,20483,7978,22615,NA,5.209912720263491,03
2021-01-09T10:00:00Z,2021-01-09T16:21:48Z,Nordrhein-Westfalen,NW,98950,6574,0,43671,0,55287,NA,5.513388395897058,05
2021-01-09T10:00:00Z,2021-01-09T16:21:48Z,Rheinland-Pfalz,RP,25482,4376,3777,14104,4,7597,NA,6.224378056832318,07
2021-01-09T10:00:00Z,2021-01-09T16:21:48Z,Saarland,SL,8232,874,6236,1104,0,2938,NA,8.341380522795417,10
2021-01-09T10:00:00Z,2021-01-09T16:21:48Z,Sachsen,SN,17991,2398,1024,15283,1,2707,NA,4.4182534698798195,14
2021-01-09T10:00:00Z,2021-01-09T16:21:48Z,Sachsen-Anhalt,ST,20799,1400,6427,10228,987,10214,NA,9.476567604436342,15
2021-01-09T10:00:00Z,2021-01-09T16:21:48Z,Schleswig-Holstein,SH,28241,3936,6486,12623,3947,10551,NA,9.725622491840788,01
2021-01-09T10:00:00Z,2021-01-09T16:21:48Z,Thüringen,TH,10512,1000,903,8583,25,924,NA,4.927396832628817,16
2021-01-11T10:00:00Z,2021-01-11T12:31:26Z,Baden-Württemberg,BW,65488,4369,35369,19392,2838,10274,NA,5.899610410225078,08
2021-01-11T10:00:00Z,2021-01-11T12:31:26Z,Bayern,BY,120136,12109,27674,59598,2117,41058,NA,9.153402464369382,09
2021-01-11T10:00:00Z,2021-01-11T12:31:26Z,Berlin,BE,32014,1026,21120,10308,105,19661,NA,8.724370764228608,11
2021-01-11T10:00:00Z,2021-01-11T12:31:26Z,Brandenburg,BB,14063,0,1682,12236,87,982,NA,5.5763666420423075,12
2021-01-11T10:00:00Z,2021-01-11T12:31:26Z,Bremen,HB,6303,491,1070,2607,43,2426,NA,9.252762029471436,04
2021-01-11T10:00:00Z,2021-01-11T12:31:26Z,Hamburg,HH,12695,1336,4312,6397,144,3361,NA,6.872366698010506,02
2021-01-11T10:00:00Z,2021-01-11T12:31:26Z,Hessen,HE,54361,2120,14595,31645,2723,20567,NA,8.645087212630882,06
2021-01-11T10:00:00Z,2021-01-11T12:31:26Z,Mecklenburg-Vorpommern,MV,25141,0,1473,13122,194,11541,NA,15.633608558469486,13
2021-01-11T10:00:00Z,2021-01-11T12:31:26Z,Niedersachsen,NI,45342,513,9968,22613,8519,25233,NA,5.672282153440599,03
2021-01-11T10:00:00Z,2021-01-11T12:31:26Z,Nordrhein-Westfalen,NW,114762,3676,NA,52000,NA,62770,NA,6.39441616058553,05
2021-01-11T10:00:00Z,2021-01-11T12:31:26Z,Rheinland-Pfalz,RP,29994,1866,3852,16859,5,9278,NA,7.326504804828057,07
2021-01-11T10:00:00Z,2021-01-11T12:31:26Z,Saarland,SL,9157,0,6956,1229,NA,3253,NA,9.27867121565083,10
2021-01-11T10:00:00Z,2021-01-11T12:31:26Z,Sachsen,SN,19756,715,1357,16051,1,3704,NA,4.85170449396619,14
2021-01-11T10:00:00Z,2021-01-11T12:31:26Z,Sachsen-Anhalt,ST,21914,0,6860,10787,1057,10698,NA,9.984590724728013,15
2021-01-11T10:00:00Z,2021-01-11T12:31:26Z,Schleswig-Holstein,SH,31431,0,7457,13050,4301,12323,(Meldung steht noch aus),10.824193213450226,01
2021-01-11T10:00:00Z,2021-01-11T12:31:26Z,Thüringen,TH,10790,0,903,8861,25,924,(Meldung aus KH steht noch aus),5.057706604267973,16
2021-01-12T10:00:00Z,2021-01-12T11:38:30Z,Baden-Württemberg,BW,73776,5286,38372,20848,2909,11326,NA,6.646250574529156,08
2021-01-12T10:00:00Z,2021-01-12T11:38:30Z,Bayern,BY,135986,15850,31681,68550,2310,44715,NA,10.361045710858816,09
2021-01-12T10:00:00Z,2021-01-12T11:38:30Z,Berlin,BE,33798,1784,22634,10632,105,20422,NA,9.210541734534843,11
2021-01-12T10:00:00Z,2021-01-12T11:38:30Z,Brandenburg,BB,15091,1028,2426,12430,118,1162,NA,5.9839969419796954,12
2021-01-12T10:00:00Z,2021-01-12T11:38:30Z,Bremen,HB,6999,682,1073,2993,44,2733,NA,10.27448539493425,04
2021-01-12T10:00:00Z,2021-01-12T11:38:30Z,Hamburg,HH,14273,1578,4944,6649,692,3675,NA,7.726608104033394,02
2021-01-12T10:00:00Z,2021-01-12T11:38:30Z,Hessen,HE,57475,3114,15315,33237,2915,22059,NA,9.140309919721123,06
2021-01-12T10:00:00Z,2021-01-12T11:38:30Z,Mecklenburg-Vorpommern,MV,26926,1553,1596,13895,342,12311,NA,16.743587925911832,13
2021-01-12T10:00:00Z,2021-01-12T11:38:30Z,Niedersachsen,NI,54168,7607,11768,27608,9632,29107,NA,6.776414355069701,03
2021-01-12T10:00:00Z,2021-01-12T11:38:30Z,Nordrhein-Westfalen,NW,124637,3783,0,57067,0,67578,NA,6.944640621520178,05
2021-01-12T10:00:00Z,2021-01-12T11:38:30Z,Rheinland-Pfalz,RP,36466,5947,7095,19277,9,10085,NA,8.907392285552444,07
2021-01-12T10:00:00Z,2021-01-12T11:38:30Z,Saarland,SL,10130,973,7656,1435,0,3535,NA,10.264599695811171,10
2021-01-12T10:00:00Z,2021-01-12T11:38:30Z,Sachsen,SN,23701,3945,1805,19173,1,4527,NA,5.820522788595499,14
2021-01-12T10:00:00Z,2021-01-12T11:38:30Z,Sachsen-Anhalt,ST,24413,2499,7572,11977,1075,11655,NA,11.123200390744957,15
2021-01-12T10:00:00Z,2021-01-12T11:38:30Z,Schleswig-Holstein,SH,38426,3987,11324,15015,5175,16080,NA,13.23312807165023,01
2021-01-12T10:00:00Z,2021-01-12T11:38:30Z,Thüringen,TH,12517,1242,1074,9827,45,1249,NA,5.8672209050623,16
2021-01-13T10:00:00Z,2021-01-13T12:40:02Z,Baden-Württemberg,BW,76762,5869,41457,22519,2980,12781,NA,6.915250035269018,08
2021-01-13T10:00:00Z,2021-01-13T12:40:02Z,Bayern,BY,150511,14525,35434,76344,2606,48443,NA,11.46773455346191,09
2021-01-13T10:00:00Z,2021-01-13T12:40:02Z,Berlin,BE,35893,2095,24446,11010,105,21428,NA,9.781465603812626,11
2021-01-13T10:00:00Z,2021-01-13T12:40:02Z,Brandenburg,BB,19590,4499,3920,15352,193,2009,NA,7.767974295499452,12
2021-01-13T10:00:00Z,2021-01-13T12:40:02Z,Bremen,HB,7753,753,1104,3346,60,3115,NA,11.381352374185632,04
2021-01-13T10:00:00Z,2021-01-13T12:40:02Z,Hamburg,HH,15980,1707,5578,6866,1503,3891,NA,8.650682932982109,02
2021-01-13T10:00:00Z,2021-01-13T12:40:02Z,Hessen,HE,60344,2869,15955,34864,3172,23182,NA,9.596570018193152,06
2021-01-13T10:00:00Z,2021-01-13T12:40:02Z,Mecklenburg-Vorpommern,MV,29100,2059,2076,14928,376,13031,NA,18.095461956623126,13
2021-01-13T10:00:00Z,2021-01-13T12:40:02Z,Niedersachsen,NI,63200,7749,13316,32710,10409,33078,NA,7.906317147400773,03
2021-01-13T10:00:00Z,2021-01-13T12:40:02Z,Nordrhein-Westfalen,NW,129472,3994,0,59599,0,69881,NA,7.2140416613803335,05
2021-01-13T10:00:00Z,2021-01-13T12:40:02Z,Rheinland-Pfalz,RP,45326,8012,10246,22730,9,12341,NA,11.07158621002989,07
2021-01-13T10:00:00Z,2021-01-13T12:40:02Z,Saarland,SL,11199,1069,8358,1791,0,3790,NA,11.347803750581374,10
2021-01-13T10:00:00Z,2021-01-13T12:40:02Z,Sachsen,SN,29421,5720,2210,23650,1,5770,NA,7.225247920478805,14
2021-01-13T10:00:00Z,2021-01-13T12:40:02Z,Sachsen-Anhalt,ST,27320,2907,8533,13373,1178,12736,NA,12.447705512438137,15
2021-01-13T10:00:00Z,2021-01-13T12:40:02Z,Schleswig-Holstein,SH,43162,4611,13202,17149,5452,18056,NA,14.864109556773204,01
2021-01-13T10:00:00Z,2021-01-13T12:40:02Z,Thüringen,TH,13060,740,1149,9798,81,1491,NA,6.121746825925832,16
2021-01-14T10:00:00Z,2021-01-14T12:40:09Z,Baden-Württemberg,BW,82300,5538,44631,24154,3032,13719,NA,7.414151245442279,08
2021-01-14T10:00:00Z,2021-01-14T12:40:09Z,Bayern,BY,167915,17404,40128,84910,2880,53456,NA,12.793780172509361,09
2021-01-14T10:00:00Z,2021-01-14T12:40:09Z,Berlin,BE,38408,2515,26527,11540,105,22520,NA,10.466846764306004,11
2021-01-14T10:00:00Z,2021-01-14T12:40:09Z,Brandenburg,BB,27102,7512,5612,21079,212,2545,NA,10.746689094263713,12
2021-01-14T10:00:00Z,2021-01-14T12:40:09Z,Bremen,HB,8890,1137,1181,4066,88,3420,NA,13.050460803109797,04
2021-01-14T10:00:00Z,2021-01-14T12:40:09Z,Hamburg,HH,18150,2129,6274,8161,1729,4195,NA,9.825400202354524,02
2021-01-14T10:00:00Z,2021-01-14T12:40:09Z,Hessen,HE,62171,1827,16135,35893,3338,24013,NA,9.887119756746097,06
2021-01-14T10:00:00Z,2021-01-14T12:40:09Z,Mecklenburg-Vorpommern,MV,32998,2284,2516,16644,552,14696,NA,20.519383286757726,13
2021-01-14T10:00:00Z,2021-01-14T12:40:09Z,Niedersachsen,NI,70444,6679,14524,36884,11194,36307,NA,8.812541220435127,03
2021-01-14T10:00:00Z,2021-01-14T12:40:09Z,Nordrhein-Westfalen,NW,142066,9594,NA,66156,NA,75918,NA,7.915765900470051,05
2021-01-14T10:00:00Z,2021-01-14T12:40:09Z,Rheinland-Pfalz,RP,54189,8109,14321,25773,10,14084,NA,13.23651293154723,07
2021-01-14T10:00:00Z,2021-01-14T12:40:09Z,Saarland,SL,12243,1046,9064,2024,NA,4124,NA,12.405675624463592,10
2021-01-14T10:00:00Z,2021-01-14T12:40:09Z,Sachsen,SN,34588,5167,2528,27920,1,6667,NA,8.494166584192273,14
2021-01-14T10:00:00Z,2021-01-14T12:40:09Z,Sachsen-Anhalt,ST,29448,2128,9342,14226,1274,13632,NA,13.417277889102426,15
2021-01-14T10:00:00Z,2021-01-14T12:40:09Z,Schleswig-Holstein,SH,47498,4303,14059,18157,5452,18099,NA,16.35733922727431,01
2021-01-14T10:00:00Z,2021-01-14T12:40:09Z,Thüringen,TH,14045,744,1150,10998,82,1491,NA,6.583455908891907,16
2021-01-15T10:00:00Z,2021-01-15T12:39:03Z,Baden-Württemberg,BW,92868,6872,49161,26901,3175,17614,NA,8.366189524443906,08
2021-01-15T10:00:00Z,2021-01-15T12:39:03Z,Bayern,BY,183573,15658,44096,93673,3143,57247,NA,13.986794554435644,09
2021-01-15T10:00:00Z,2021-01-15T12:39:03Z,Berlin,BE,45998,2196,28323,17386,105,23282,NA,12.535253526987804,11
2021-01-15T10:00:00Z,2021-01-15T12:39:03Z,Brandenburg,BB,33263,5694,7410,25370,268,3545,NA,13.18969520118419,12
2021-01-15T10:00:00Z,2021-01-15T12:39:03Z,Bremen,HB,10134,1099,1197,4786,89,3927,NA,14.87664451954046,04
2021-01-15T10:00:00Z,2021-01-15T12:39:03Z,Hamburg,HH,19422,1272,6851,8250,2263,4486,NA,10.513990233064987,02
2021-01-15T10:00:00Z,2021-01-15T12:39:03Z,Hessen,HE,65673,3502,17201,37398,3700,25588,NA,10.444046513403137,06
2021-01-15T10:00:00Z,2021-01-15T12:39:03Z,Mecklenburg-Vorpommern,MV,35355,2357,2976,17272,591,15315,NA,21.98505352152614,13
2021-01-15T10:00:00Z,2021-01-15T12:39:03Z,Niedersachsen,NI,78050,6442,15628,40754,11732,35319,NA,9.764051477130227,03
2021-01-15T10:00:00Z,2021-01-15T12:39:03Z,Nordrhein-Westfalen,NW,176801,25600,0,84253,0,92556,NA,9.85116302964119,05
2021-01-15T10:00:00Z,2021-01-15T12:39:03Z,Rheinland-Pfalz,RP,64219,9154,17781,30548,16,15874,NA,15.686497701582084,07
2021-01-15T10:00:00Z,2021-01-15T12:39:03Z,Saarland,SL,13301,1052,9796,2256,0,4461,NA,13.47773351964308,10
2021-01-15T10:00:00Z,2021-01-15T12:39:03Z,Sachsen,SN,39332,4744,3005,31443,1,7888,NA,9.659204350915072,14
2021-01-15T10:00:00Z,2021-01-15T12:39:03Z,Sachsen-Anhalt,ST,31723,2275,10103,15590,1311,14302,NA,14.453827304944182,15
2021-01-15T10:00:00Z,2021-01-15T12:39:03Z,Schleswig-Holstein,SH,52740,4677,14965,19722,5453,18214,NA,18.16257675789395,01
2021-01-15T10:00:00Z,2021-01-15T12:39:03Z,Thüringen,TH,19230,2060,3428,13211,248,2150,NA,9.013873772017899,16
2021-01-16T10:00:00Z,2021-01-16T13:50:13Z,Baden-Württemberg,BW,100163,6708,52522,29956,3348,19421,NA,9.023373404583658,08
2021-01-16T10:00:00Z,2021-01-16T13:50:13Z,Bayern,BY,198607,15034,47873,102769,3487,60466,NA,15.132265126531678,09
2021-01-16T10:00:00Z,2021-01-16T13:50:13Z,Berlin,BE,48544,2546,30563,17738,105,24288,NA,13.22908272564233,11
2021-01-16T10:00:00Z,2021-01-16T13:50:13Z,Brandenburg,BB,37993,4195,9067,28119,343,4502,NA,15.065270413931122,12
2021-01-16T10:00:00Z,2021-01-16T13:50:13Z,Bremen,HB,11033,899,1246,5427,89,4135,NA,16.196370533263263,04
2021-01-16T10:00:00Z,2021-01-16T13:50:13Z,Hamburg,HH,21951,1706,7822,9606,2270,5348,NA,11.883050129029428,02
2021-01-16T10:00:00Z,2021-01-16T13:50:13Z,Hessen,HE,69925,4252,18056,39725,3952,27404,NA,11.120246561748578,06
2021-01-16T10:00:00Z,2021-01-16T13:50:13Z,Mecklenburg-Vorpommern,MV,37570,1140,3454,18238,706,15991,NA,23.36242287664367,13
2021-01-16T10:00:00Z,2021-01-16T13:50:13Z,Niedersachsen,NI,86035,7261,16901,45644,13058,38497,NA,10.762974616718758,03
2021-01-16T10:00:00Z,2021-01-16T13:50:13Z,Nordrhein-Westfalen,NW,193857,15395,0,94237,0,99628,NA,10.80150514667424,05
2021-01-16T10:00:00Z,2021-01-16T13:50:13Z,Rheinland-Pfalz,RP,73749,9270,22896,33721,20,17121,NA,18.01434963163514,07
2021-01-16T10:00:00Z,2021-01-16T13:50:13Z,Saarland,SL,14421,1120,10634,2421,0,4899,NA,14.612615223424768,10
2021-01-16T10:00:00Z,2021-01-16T13:50:13Z,Sachsen,SN,43451,4119,3555,34444,1,9006,NA,10.670753794661112,14
2021-01-16T10:00:00Z,2021-01-16T13:50:13Z,Sachsen-Anhalt,ST,33182,1459,10605,16378,1352,14678,NA,15.118585809433466,15
2021-01-16T10:00:00Z,2021-01-16T13:50:13Z,Schleswig-Holstein,SH,55670,2563,15838,21709,5456,18262,NA,19.171608799999174,01
2021-01-16T10:00:00Z,2021-01-16T13:50:13Z,Thüringen,TH,22009,2092,4383,14578,413,2582,NA,10.316502748223709,16
